indicator,country,countryiso3code,date,value,indicator_code
"School enrollment, secondary (% gross)",Australia,AUS,2017,153.576126098633,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Australia,AUS,2016,155.594390869141,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2024,100.622657775879,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2023,100.504371643066,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2022,101.458000183105,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2021,102.307662963867,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2020,101.690559387207,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2019,101.543632507324,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2018,100.692596435547,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2017,100.337898254395,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Austria,AUT,2016,100.227989196777,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2024,91.1228035886648,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2023,92.7402972401367,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2022,90.9530364179442,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2021,91.4106367606057,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2020,91.365513501165,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2019,107.863960509557,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2018,108.488781124,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2017,89.2625164667822,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Azerbaijan,AZE,2016,86.5856935803605,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2024,79.4858750299258,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2023,87.1455240465819,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2021,72.6381880061026,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2019,78.566734376867,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2018,80.8808929269834,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2017,92.6182585115999,SE.SEC.ENRR
"School enrollment, secondary (% gross)","Bahamas, The",BHS,2016,85.0686327399149,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2024,98.8139181413527,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2023,104.392938701638,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2022,103.393222951005,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2019,102.128281941881,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2018,100.701887411111,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2017,100.923412884105,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bahrain,BHR,2016,100.583649344321,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2024,64.2997191043961,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2023,65.9856598598849,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2022,67.0384586440383,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2021,66.8282318620991,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2020,66.4329548486639,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2019,65.1185413488915,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2018,65.2714888764112,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2017,62.3408639225315,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bangladesh,BGD,2016,64.1664546117285,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2024,104.371182990274,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2023,102.513702392578,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2022,104.222328186035,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2021,103.569473266602,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2020,104.318992614746,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2019,106.086326599121,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2018,108.216751098633,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2017,109.804237365723,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Barbados,BRB,2016,108.310737609863,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2024,94.7902702871216,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2023,97.4265999006565,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2022,99.0602032881737,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2021,100.42063921059,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2020,100.575710351095,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2019,100.438744155791,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2018,101.596010989492,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2017,102.480850468241,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belarus,BLR,2016,102.969005936733,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2023,142.960266113281,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2022,142.918075561523,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2021,143.163513183594,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2020,151.727508544922,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2019,156.635375976562,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2018,156.509765625,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2017,158.670288085938,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belgium,BEL,2016,160.689270019531,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2024,86.4571583269413,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2023,83.619553808705,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2022,87.4381668552162,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2021,88.8215546932903,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2020,86.1886596150512,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2019,87.4526596660355,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2018,86.2833561409511,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2017,86.323893201399,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Belize,BLZ,2016,87.7313726328389,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2022,43.5606498718262,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2021,44.2737998962402,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2020,43.9858703613281,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Benin,BEN,2016,55.2945899963379,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2023,74.3967514038086,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bermuda,BMU,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2024,86.1810001963554,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2023,86.8564415582911,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2022,89.9829129407455,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2021,92.5248380307052,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2020,89.7711428873908,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2019,90.6185575459377,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2018,87.5722870683987,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2017,86.5600433349609,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bhutan,BTN,2016,85.6766128540039,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2024,90.5272216796875,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2023,91.3676827044767,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2022,90.3729338176816,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2021,90.4144137410078,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2020,88.8672369779995,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2019,88.8235046622532,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2018,88.7218999579042,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2017,89.4000212849504,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bolivia,BOL,2016,90.6152852803158,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2023,87.8663787841797,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2022,87.0373992919922,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2021,85.6761474609375,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2020,85.5591125488281,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2019,85.5401306152344,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2018,85.6409912109375,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2017,83.668083190918,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bosnia and Herzegovina,BIH,2016,83.1699523925781,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2021,70.6292572021484,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Botswana,BWA,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2024,104.144660949707,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2022,105.702369689941,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2021,106.298461914062,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2020,103.882659912109,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2019,103.667556762695,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2018,104.818481445312,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2017,102.989486694336,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brazil,BRA,2016,102.692901611328,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2024,75.5833129882812,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2023,70.4463994786575,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2022,72.2840270996094,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2021,75.2016129032258,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2020,73.9501779359431,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2019,71.8634001484781,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2018,65.9177456207159,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2017,88.7795275590551,SE.SEC.ENRR
"School enrollment, secondary (% gross)",British Virgin Islands,VGB,2016,98.6420950533463,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2023,91.8381544399811,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2020,86.6857810342997,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2019,88.2910308837891,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2018,89.1818084716797,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2017,88.6814727783203,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Brunei Darussalam,BRN,2016,90.0986175537109,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2024,94.7816314697266,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2023,95.6239624023438,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2022,96.6720733642578,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2021,98.7087631225586,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2020,101.354942321777,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2019,102.656936645508,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2018,104.043922424316,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2017,103.46102142334,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Bulgaria,BGR,2016,103.003921508789,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2024,29.9905774531085,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2023,30.8551216331757,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2022,33.6212866168282,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2021,38.1480312365517,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2020,39.2540084845692,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2019,40.0770460332282,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2018,39.6278467471779,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2017,37.1627510802261,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burkina Faso,BFA,2016,34.9336280775566,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2025,23.1256008148193,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2020,44.9151717353101,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2019,41.8352417514484,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2018,46.330394174756,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2017,48.2243487332289,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Burundi,BDI,2016,47.4715342848197,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2022,96.4315940376876,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2021,97.0059250429478,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2020,98.3093023666237,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2019,95.2902285572104,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2018,94.8972015380859,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2017,99.462782259485,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cabo Verde,CPV,2016,98.2528458088996,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2024,58.7893230437643,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2023,56.7864734981041,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2022,55.1346812645406,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2021,54.2809323078227,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2020,51.8196983337402,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2019,49.7344518908574,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2018,50.199099715459,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2017,48.9424458707368,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cambodia,KHM,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2023,44.840795775403,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2022,45.6066724321371,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2021,45.5255767078224,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cameroon,CMR,2016,61.4037045147156,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2023,104.320877075195,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2022,107.467987060547,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2021,108.337341308594,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2020,109.628059387207,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2019,110.980072021484,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2018,111.833679199219,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2017,111.974517822266,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Canada,CAN,2016,111.607330322266,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2024,84.7603098178773,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2023,86.0370923044127,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2022,85.6012268066406,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2021,85.4616444648599,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2020,84.0909118652344,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2019,88.1225128173828,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2018,89.0140845070423,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2017,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Cayman Islands,CYM,2016,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2019,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2018,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2017,15.8074398040772,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Central African Republic,CAF,2016,13.9465503692627,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2024,23.49298947746,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2023,24.1941648001316,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2021,23.1541767734797,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2020,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2019,20.192877474143,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2018,20.0021180694774,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2017,20.5855678473561,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chad,TCD,2016,22.530490847167,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2024,105.608551025391,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2023,105.83097076416,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2022,106.068328857422,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2021,106.673522949219,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2020,103.691688537598,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2019,104.405769348145,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2018,103.173049926758,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2017,102.294822692871,SE.SEC.ENRR
"School enrollment, secondary (% gross)",Chile,CHL,2016,101.488136291504,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2025,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2024,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2023,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2022,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2021,,SE.SEC.ENRR
"School enrollment, secondary (% gross)",China,CHN,2020,,SE.SEC.ENRR
